Kombinace rysů,délka úseku,Accuracy,F míra stavu 0,F míra stavu 1,F míra stavu 2,F míra průměrná,Precision stavu 0,Precision stavu 1,Precision stavu 2,Recall stavu 0,Recall stavu 1,Recall stavu 2
"(0, 0, 1, 0, 1)",8,0.5523809523809524,0.6928104575163399,0.0,1.0,0.5642701525054467,0.5698924731182796,0.0,1.0,0.8833333333333332,0.0,1.0
"(0, 0, 1, 1, 0)",8,0.5685714285714285,0.7071719386157219,0.0,1.0,0.5690573128719073,0.5776106934001671,0.0,1.0,0.9116666666666667,0.0,1.0
"(0, 0, 1, 1, 1)",8,0.5523809523809524,0.6928104575163399,0.0,1.0,0.5642701525054467,0.5698924731182796,0.0,1.0,0.8833333333333332,0.0,1.0
"(0, 1, 0, 0, 0)",8,0.582857142857143,0.7177803132455141,0.022322097378277155,1.0,0.580034136874597,0.5850812896114632,0.10444444444444442,1.0,0.9283333333333333,0.0125,1.0
"(0, 1, 0, 0, 1)",8,0.5333333333333333,0.6754966887417219,0.0,1.0,0.5584988962472406,0.5604395604395604,0.0,1.0,0.85,0.0,1.0
"(0, 1, 0, 1, 0)",8,0.5476190476190477,0.6881077622049369,0.004123711340206186,1.0,0.564077157848381,0.5677102020973448,0.011764705882352941,1.0,0.8733333333333334,0.0025,1.0
"(0, 1, 0, 1, 1)",8,0.5523809523809524,0.6928104575163399,0.0,1.0,0.5642701525054467,0.5698924731182796,0.0,1.0,0.8833333333333332,0.0,1.0
"(0, 1, 1, 0, 0)",8,0.880952380952381,0.884292071060818,0.864067770333507,1.0,0.9161199471314418,0.9937276180141075,0.765147233169919,1.0,0.7966666666666666,0.9925,1.0
"(0, 1, 1, 0, 1)",8,0.5371428571428571,0.6772920287782447,0.01616161616161616,1.0,0.564484548313287,0.5629166413696801,0.042105263157894736,1.0,0.85,0.01,1.0
"(0, 1, 1, 1, 0)",8,0.5714285714285714,0.7096774193548387,0.0,1.0,0.5698924731182796,0.5789473684210527,0.0,1.0,0.9166666666666666,0.0,1.0
"(0, 1, 1, 1, 1)",8,0.5523809523809524,0.6928104575163399,0.0,1.0,0.5642701525054467,0.5698924731182796,0.0,1.0,0.8833333333333332,0.0,1.0
"(1, 0, 0, 0, 0)",8,0.6009523809523809,0.7343047317021356,0.00935704514363885,1.0,0.5812205922819247,0.5926331008216134,0.07333333333333333,1.0,0.9650000000000001,0.005,1.0
